Catagory,Product,Product ID,Product Detail,Color,Price,URL,Image url
Shirt,IndoPrimo Men's Cotton Casual Regular Fit Green Checks Shirt for Men Full Sleeves - Harley,SPRKX011,"Product details
Material compositionPremium Cotton fabric
PatternCheckered
Fit typeRegular Fit
Sleeve typeLong Sleeve
Collar styleRegular
LengthStandard Length
Country of OriginIndia
About this item
Soft Touch Cotton Fabrics: Good capability of tenderness, air permeability and moisture absorption feels soft and comfy
Closure :- Button , Sleeve Type :- Full Sleeve , Occasion :- Casual
Regular Fit , Fabric: Soft Touch Cotton , Full Sleeve ,Casual Shirts
High Qluality Fabric And Stitching Show As Same Of Images Products
About the Brand IndoPrimo : Finding Basic Menswear for daily use can be hard among today’s Fast fashion world, where trends change daily. That’s why we started IndoPrimo to create a one stop shop for premium essential clothing for everyday use at lowest prices IndoPrimo Have Own manufacturing Unit And Bigger Professional Cutting Person And Making Person And Send Shirt After All QC.",green,699,https://www.amazon.in/IndoPrimo-Cotton-Casual-Regular-Sleeves/dp/B0CFDVBFRP/ref=sr_1_9?dib=eyJ2IjoiMSJ9.oROz9e5RT2s0J5O7sK4CgJWYR-VtStGHT1Eit-5cFKDAjq2Fsg-jTV6fPgwvIhxQY6E-BeKaxYV61bBiXyiadELSG92qYJPF9GmFyqdaRVFwxWMionksUu4p36ipvkXKXrPFvTv8uw3UtKbF91uE_6wSYaqJtdbKMJLYtIGmzrFSc5UVU2dmpaxSXGb3uI1QYNgoxg0PCbMT9uONCJ08DOLGaE9pa23_fHlXl78Ktfguv2oXAX575ITB-UPsNY4u77hwcSy37QBrgJ0RxuO1sJclaIhiYM7vzARo6KVrDy0.BKCQdml18qzYuPBGD3zGNYTVFz_Y5A2qFM6jucV-lmc&dib_tag=se&keywords=shirt&qid=1721498860&sr=8-9,https://m.media-amazon.com/images/I/618LbDYIVRL._SY741_.jpg
Shirt,GRECIILOOKS Men's Regular Fit Shirt,SPRKX012,"Product details
Material composition85% POLY 15%COTTON
PatternSolid
Fit typeRegular Fit
Sleeve typeLong Sleeve
Collar styleREGULAR COLLAR
LengthStandard Length
Country of OriginIndia
About this item
Package Includes : Pack of 1 Fancy Stylish Textured Shirts For Men
Sleeve and Material : Full Sleeve Popcorn Material Men's shirt
Collar and Fit Type : Regular Fit Pointed Collar Fancy Casual Shirt for Men
Enhance Look : Enhance Your Look by Wearing this Casual Stylish Men's shirt, Team it with a Pair of Tapered Denims Or Solid Chinos and Loafers for a fun Smart Casual Look.
Perfect For : Perfect Gift You Can Gift This Shirt to You Friend, Father, Grandfather, Boyfriend on Birthday, Festivals. We Offer the Right Blend of Quality, Style and Value Aimed to Delight Our Customers. Look Like the Professional That You Are with a Clean, Classic Design That Gives You the Comfort Needed for All Occasions, Office Meetings, Business Daily Routine.",white,499,https://www.amazon.in/GRECIILOOKS-Solid-Regular-Shirt-GL-MS-6134_White/dp/B0CLZWSF4Z/ref=sr_1_10?dib=eyJ2IjoiMSJ9.oROz9e5RT2s0J5O7sK4CgJWYR-VtStGHT1Eit-5cFKDAjq2Fsg-jTV6fPgwvIhxQY6E-BeKaxYV61bBiXyiadELSG92qYJPF9GmFyqdaRVFwxWMionksUu4p36ipvkXKXrPFvTv8uw3UtKbF91uE_6wSYaqJtdbKMJLYtIGmzrFSc5UVU2dmpaxSXGb3uI1QYNgoxg0PCbMT9uONCJ08DOLGaE9pa23_fHlXl78Ktfguv2oXAX575ITB-UPsNY4u77hwcSy37QBrgJ0RxuO1sJclaIhiYM7vzARo6KVrDy0.BKCQdml18qzYuPBGD3zGNYTVFz_Y5A2qFM6jucV-lmc&dib_tag=se&keywords=shirt&qid=1721498860&sr=8-10,https://m.media-amazon.com/images/I/71QrkXBPABL._SY879_.jpg
Shirt,FUNKY RICH Funkyrich® Textured Popcorn Shirts for Men || Casual Shirt for Men || Shirt for Men|| Men Stylish Half Sleeve Shirt || Men Fancy Shirt || Self Design Lapel Collar Casual Shirt,SPRKX0013,"Product details
Material compositionPOPCORN
Fit typeClassic Fit
Sleeve typeHalf Sleeve
LengthStandard Length
Neck styleDom
StyleWestern
Country of OriginIndia
About this item
Easy Care: Simple to maintain with machine-washable and iron-friendly features
Package Includes : Pack of 1 Fancy Stylish Textured Shirts For Men
Sleeve and Material : Half Sleeve Popcorn Material Men's shirt Men's shirt
Collar and Fit Type : Regular Fit Pointed Collar Fancy Casual Shirt for Men
Enhance Look : Enhance Your Look by Wearing this Casual Stylish Men's shirt, Team it with a Pair of Tapered Denims Or Solid Chinos and Loafers for a fun Smart Casual Look
Perfect For : Perfect Gift You Can Gift This Shirt to You Friend, Father, Grandfather, Boyfriend on Birthday, Festivals. We Offer the Right Blend of Quality, Style and Value Aimed to Delight Our Customers. Look Like the Professional That You Are with a Clean, Classic Design That Gives You the Comfort Needed for All Occasions, Office Meetings, Business Daily Routine.",white,459,https://www.amazon.in/FUNKY-RICH-Funkyrich%C2%AE-Textured-Popcorn/dp/B0D1KMC11T/ref=sr_1_11?dib=eyJ2IjoiMSJ9.oROz9e5RT2s0J5O7sK4CgJWYR-VtStGHT1Eit-5cFKDAjq2Fsg-jTV6fPgwvIhxQY6E-BeKaxYV61bBiXyiadELSG92qYJPF9GmFyqdaRVFwxWMionksUu4p36ipvkXKXrPFvTv8uw3UtKbF91uE_6wSYaqJtdbKMJLYtIGmzrFSc5UVU2dmpaxSXGb3uI1QYNgoxg0PCbMT9uONCJ08DOLGaE9pa23_fHlXl78Ktfguv2oXAX575ITB-UPsNY4u77hwcSy37QBrgJ0RxuO1sJclaIhiYM7vzARo6KVrDy0.BKCQdml18qzYuPBGD3zGNYTVFz_Y5A2qFM6jucV-lmc&dib_tag=se&keywords=shirt&qid=1721498860&sr=8-11,https://m.media-amazon.com/images/I/518n4wn7k6L.jpg
Shirt,NexaFlair Casual Shirt for Men||Popcorn Shirt for Men||Spread Collar|| Men Stylish Shirt,SPRKX0014,"Product details
Material compositionPopcorn
PatternSolid
Fit typeRegular Fit
Sleeve typeSort
Collar styleSpread Collar
LengthStandard Length
Country of OriginIndia
About this item
popcorn shirt
Additional Information
ManufacturerSUNRISE ENTERPRISE, sunrise enterprise
Packersunrise enterprise
Net Quantity1.00 count
Generic NameShirt",Maroon,549,https://www.amazon.in/NexaFlair-Casual-Popcorn-Spread-Stylish/dp/B0D57BTBFX/ref=sr_1_14?dib=eyJ2IjoiMSJ9.oROz9e5RT2s0J5O7sK4CgJWYR-VtStGHT1Eit-5cFKDAjq2Fsg-jTV6fPgwvIhxQY6E-BeKaxYV61bBiXyiadELSG92qYJPF9GmFyqdaRVFwxWMionksUu4p36ipvkXKXrPFvTv8uw3UtKbF91uE_6wSYaqJtdbKMJLYtIGmzrFSc5UVU2dmpaxSXGb3uI1QYNgoxg0PCbMT9uONCJ08DOLGaE9pa23_fHlXl78Ktfguv2oXAX575ITB-UPsNY4u77hwcSy37QBrgJ0RxuO1sJclaIhiYM7vzARo6KVrDy0.BKCQdml18qzYuPBGD3zGNYTVFz_Y5A2qFM6jucV-lmc&dib_tag=se&keywords=shirt&qid=1721498860&sr=8-14,https://m.media-amazon.com/images/I/71mmZUZ6JbL._SY879_.jpg
Trouser,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),SPRKX0015,"Product details
Material typeCotton
LengthLong Length
StyleCargo
Closure typeDrawstring
Care instructionsMachine Wash
Fit typeLoose
Country of OriginIndia
About this item
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men
Type:Cargo Pants
Closure Type:Drawstring Waist
Length:Long
Fit Type:Loose",Olive Green,599,https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-01-04/dp/B0CTQ4S5N4/ref=sr_1_5?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-5,https://m.media-amazon.com/images/I/51SzIdlnLrL._SY741_.jpg
Trouser,ROYALICA Men's Casual Lycra Pants Stretchable Casual Pants for Men Slim Fit Wear Trousers for Office/Outdoor/Travelling(pack of 1),SPRKX0016,"Product details
Material typeLycra
StyleClassic
Closure typeHook and Eye
Care instructionsHand Wash Only
PatternSolid
Rise styleMid Rise
Country of OriginIndia
About this item
FABRIC : solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
DISCLAIMER: The images shown are for representational purposes only. Please note that the colour of the product may slightly vary in comparison to the picture shown on the website due to various reasons which may include different lighting and devices during photo-shoot and also the colour settings and resolution of your own monitor screen.
",grey,679,https://www.amazon.in/ROYALICA-Stretchable-Trousers-Outdoor-Travelling/dp/B0D5V4J91R/ref=sr_1_11?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-11,https://m.media-amazon.com/images/I/513oOYt1k-L._SX679_.jpg
Trouser,Amazon Brand - Symbol Men's Stretchable Formal Pants | Trousers (Slim Fit),SPRKX0017,"Product details
Material typePolyester Blend
LengthAnkle-length
StyleDress Pant
Closure typeZipper
Occasion typeFormal
Care instructionsMachine Wash
Country of OriginIndia
About this item
If you are in between sizes, go for a size higher
Care Instructions: Machine Wash
Fit Type: Slim
Stretch Poly Viscose belnd for all day comfort
Slant pocket with back welt pocket. Number of Pockets: 4
Button closure with zip fly",Light Grey,599,https://www.amazon.in/Amazon-Brand-Stretchable-Trousers-SY-AW19-MFT-049_Light/dp/B07YT1DXDS/ref=sr_1_15?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-15,https://m.media-amazon.com/images/I/717-WaIUi9L._SY879_.jpg
Trouser,Dennis Lingo Men's Regular Casual Pants,SPRKX0018,"Product details
Material typeCotton
LengthAnkle length
StyleChinos
Closure typeButton and zip
Occasion typeCasual
Care instructionsMachine Wash
Country of OriginIndia
About this item
Material: The Dennis Lingo solid cotton casual trousers are crafted with 98% Cotton and 2% Lycra. This fabric is suited to craft the perfect comfort-oriented lightweight chinos. The material used is versatile, light, durable, and low maintenance.
Fit Type: This has a midrise waist and stretchable tapered fit. It is comfortable at the hip and tapered below the knee, making dressing up or down easy for daily comfort.
Pattern: This is a solid casual trouser featuring a buttoned waist, designed with flat-front styling with 5 pockets. It is a stylish casual pant for men that can be paired either to fit a smart casual or even a formal look.
Comfortable: These chinos are made from a lightweight cotton material offering superior comfort and enhanced breathability. It gives a soft feel and is smooth against the skin. It is super comfortable for you to don the whole day or while you dance the night away.
Easy Care: Machine washable, use mild detergent, do not bleach, dry in shade, wash with similar colors",light grey,699,https://www.amazon.in/Dennis-Lingo-Skinny-Casual-B101_L-Grey_34_Light/dp/B09V5PW4G7/ref=sr_1_19?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-19,https://m.media-amazon.com/images/I/51kzk787drL._SX679_.jpg
Trouser,Amazon Brand - Symbol Men Casual Cotton Pants | Chinos | Trousers (Regular Fit),SPRKX0019,"Product details
Material typeCotton
LengthStandard Length
StyleModern
Closure typeButton
Occasion typeCasual
Care instructionsMachine Wash
Country of OriginIndia
About this item
100% Cotton soft breathable fabric
Solid pattern
Side slant pockets and back welt pockets - 2 each
Zip fly with button closure
Pair it up with a solid casual shirt or a Polo and white sneakers for a stylish casual look",light olive,499,https://www.amazon.in/Amazon-Brand-Symbol-Chinos-AW-SY-MCT-1145_Grey_30W/dp/B08FJQXSVD/ref=sr_1_30?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants%2Bfor%2Bmen&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-30&th=1&psc=1,https://m.media-amazon.com/images/I/71ynV97o-2L._SY879_.jpg
Trouser,The Pant Project Luxury PV Lycra Stretchable Formal Pants for Men | Stylish Slim Fit Men's Wear Trousers for Office or Party | Mens Fashion Dress Trouser Pant,SPRKX0020,"Product details
Material typePolyester Blend
LengthAnkle Length
StylePants
Closure typeZipper
Occasion typeCasual
Care instructionsMachine Wash
Country of OriginIndia
About this item
STRETCHABLE WAIST: Pant waist is the same as actual waist when measured with a measuring tape. In doubt, order a size smaller as our REVOLUTIONARY FLEXTECH WAISTBAND stretches up to 2 INCHES extra while fitting perfectly
PANT LENGTH: 41 inches. Pant can be altered to reduce length, or, increase length by up to 2 inches due to margin in the fabric. Ensures optimal ankle length full pant.
STRETCH FABRIC: Premium export quality clothing. Machine and hand washable. 95% poly viscose, 5% lycra elastane. Can be worn with a suit or coat.
SLIM FIT: Snug fit from waist to ankle for the comfortable and formal man.
BRANDED: Founded by promoters of Banswara Syntex Ltd, with 45+ years in luxury textiles & apparel export.",black,799,https://www.amazon.in/Pant-Project-Polyester-Formal-Pant_01-Olive-40_Black_32/dp/B0B46M3BTD/ref=sr_1_29?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-29,https://m.media-amazon.com/images/I/615JuAzXy7L._SY879_.jpg
Trouser,McHenry Men's Solid Formal Regular Fit Wrinkle Free PolyViscose Trousers,SPRKX0021,"Product details
Material typePolyester Blend
LengthFull length
StyleFormal Trousers
Closure typeButton and zip
Occasion typeBusiness
Care instructionsMachine Wash
Country of OriginIndia
About this item
Fabric: Polyester; Viscose
Style: Formal Trousers ;Pattern: Solid
Rise: Mid Rise ;Closure: Zip ;Length: Full Length
Occasion: Casual
Age Range Description: Adult; Pocket Description: Welt Pocket; Leg Style: Straight; Closure Type: Button And Zip",beige,699,https://www.amazon.in/McHenry-Regular-PolyViscose-Trousers-Beige4005-34_Beige_Size/dp/B01LCXGG24/ref=sr_1_32?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-32,https://m.media-amazon.com/images/I/8107q7wtOvL._SY879_.jpg
Trouser,JVX Men Trouser || Men Trouser Pants || Men Trouser Pants Cotton || Trouser for Men(Trouser),SPRKX0022,"Product details
Material typeCotton
LengthFull length
StyleClassic
Closure typeDrawstring
Occasion typeAny occasion
Care instructionsMachine Wash
Country of OriginIndia
About this item
Men Trouser || Men Trouser Pants || Men Trouser Pants Cotton || Trouser for Men
Type:Casual Trouser Pants
Closure Type:Drawstring Waist
Fit Type: Reguler
Color Disclaimer: Product color might slightly vary due to photographic lighting sources or your monitor settings",khakhi,459,https://www.amazon.in/JVX-Trouser-Pants-Cotton-Khakhi/dp/B0D2LF74FY/ref=sr_1_35?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-35,https://m.media-amazon.com/images/I/51MPOsMNsaL._SY879_.jpg
Trouser,MALENO Slim Fit Men Cotton Blend Formal Trouser,SPRKX0023,"Product details
Material typeCotton Blend
LengthFull length
StyleFormal trousers
Closure typeButton and zip
Occasion typeEvening, Formal
Care instructionsMachine Wash
Country of OriginIndia
About this item
Material : Cotton Blend
Wash care : Machine wash
Pockets : Comes with 2 Slant pockets in front and 2 Welt pockets on back side
Closure : Button and Zip closure
Color may vary due to photography and lights",cream,399,https://www.amazon.in/MALENO-Cotton-Blend-Cream-Trouser/dp/B09LR9VWV1/ref=sr_1_40?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-40,https://m.media-amazon.com/images/I/61cgpCE7mML._SX679_.jpg
Trouser,Louis Philippe Sports Slim Fit Solid Cotton Blend Casual Trousers,SPRKX0024,"Product details
Material typeCotton Blend
LengthStandard Length
StyleModern
Closure typeZipper
Care instructionsMachine Wash
Fit typeSlim Tapered
Country of OriginIndia
About this item
Occasion: Casual
Material: 98% Cotton, 2% Spandex
Product Type: Trouser
Pattern: Solid
Fit: Slim Tapered Fit",navy,549,https://www.amazon.in/Louis-Philippe-Tapered-Pants-LYTFCSLPD92902_Grey/dp/B0D4Z2DHP5/ref=sr_1_47?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-47,https://m.media-amazon.com/images/I/61yDtPiQ74L._SY879_.jpg
Trouser,Men's Trouser || Men's Regular Trouser || Men's Regular Fit Casual Trouser (Tro-05-08),SPRKX0025,"Product details
Material typePolyester
LengthFull
StyleMen's Trouser
Closure typeZipper
Occasion typeAny occasion
Care instructionsMachine Wash
Country of OriginIndia
About this item
Men's Trouser || Men's Regular Trouser || Men's Regular Fit Casual Trouser
Length:Cropped
Pattern Type:Plain
Fit Type:Regular Fit
Waist Line:Natural",blue,599,https://www.amazon.in/Mens-Trouser-Regular-Casual-Tro-05-08/dp/B0CR5MMXXJ/ref=sr_1_51?crid=3OJMOBVM38PSR&dib=eyJ2IjoiMSJ9.PzAl4JDCULzzltpcH_ArFTCwX-kVAWmpz84DMtPxuALcEfgSAZj5xl3XvrMotS-JsYNbigfVtvvy56iOuB6tBMzIZeErNlyz1M6E868QbFkIitPLlSsT4jqFv56PeWIT9qFf8tT-V7gCzkoqSk9nXb6kbIjPnTKZo7WorIv2TnZgI85iHb74szsCEiIQPSjFK638oAYDRd-a5W-kccEXaw0zDCRQwE8JEGH8dQT_tpUJ6kTyc7gIpY_QaeimSEcnvErK_NStOS4cBnQ6tTpBtShnm_1utMdlVKU9XdjyDj8.b0atowVU434vxnGjWi0hiAcBpihGZHKehETpXZ28PEc&dib_tag=se&keywords=pants+for+men&qid=1721499745&sprefix=pant%2Caps%2C253&sr=8-51,https://m.media-amazon.com/images/I/61H5Ud+6cyL._SY879_.jpg
